route_id,direction_id,direction,agency_id,agency_name
71,1,South,SC,VTA
77,0,South,SC,VTA
77,1,North,SC,VTA
82,0,North,SC,VTA
82,1,South,SC,VTA
822,0,South,SC,VTA
822,1,North,SC,VTA
823,0,West,SC,VTA
823,1,East,SC,VTA
824,0,West,SC,VTA
824,1,East,SC,VTA
825,0,West,SC,VTA
825,1,East,SC,VTA
826,0,West,SC,VTA
826,1,East,SC,VTA
831,0,West,SC,VTA
831,1,East,SC,VTA
88,0,North,SC,VTA
88,1,South,SC,VTA
900,0,Inbound,SC,VTA
900,1,Outbound,SC,VTA
902,0,Outbound,SC,VTA
902,1,Inbound,SC,VTA
17,0,South,SC,VTA
17,1,North,SC,VTA
101,0,North,SC,VTA
101,1,South,SC,VTA
40,0,North,SC,VTA
40,1,South,SC,VTA
45,0,North,SC,VTA
45,1,South,SC,VTA
251,0,South,SC,VTA
911,0,Inbound,SC,VTA
912,0,Outbound,SC,VTA
912,1,Inbound,SC,VTA
913,0,Inbound,SC,VTA
913,1,Outbound,SC,VTA
72,0,North,SC,VTA
72,1,South,SC,VTA
914,0,Inbound,SC,VTA
914,1,Outbound,SC,VTA
35,0,North,SC,VTA
35,1,South,SC,VTA
42,0,North,SC,VTA
42,1,South,SC,VTA
102,0,South,SC,VTA
102,1,North,SC,VTA
168,0,South,SC,VTA
168,1,North,SC,VTA
185,0,North,SC,VTA
185,1,South,SC,VTA
39,0,South,SC,VTA
39,1,North,SC,VTA
81,0,West,SC,VTA
81,1,East,SC,VTA
328,0,North,SC,VTA
328,1,South,SC,VTA
330,0,North,SC,VTA
330,1,South,SC,VTA
52,0,North,SC,VTA
52,1,South,SC,VTA
10,0,East,SC,VTA
10,1,West,SC,VTA
34,0,West,SC,VTA
34,1,East,SC,VTA
89,0,North,SC,VTA
89,1,South,SC,VTA
37,0,East,SC,VTA
37,1,West,SC,VTA
122,0,South,SC,VTA
122,1,North,SC,VTA
14351,0,Outbound,SF,San Francisco Municipal Transportation Agency
14351,1,Inbound,SF,San Francisco Municipal Transportation Agency
14539,0,Inbound,SF,San Francisco Municipal Transportation Agency
14539,1,Outbound,SF,San Francisco Municipal Transportation Agency
14362,0,Inbound,SF,San Francisco Municipal Transportation Agency
14362,1,Outbound,SF,San Francisco Municipal Transportation Agency
14366,0,Inbound,SF,San Francisco Municipal Transportation Agency
14366,1,Outbound,SF,San Francisco Municipal Transportation Agency
14370,0,Outbound,SF,San Francisco Municipal Transportation Agency
14370,1,Inbound,SF,San Francisco Municipal Transportation Agency
14291,0,Outbound,SF,San Francisco Municipal Transportation Agency
14291,1,Inbound,SF,San Francisco Municipal Transportation Agency
14298,0,Inbound,SF,San Francisco Municipal Transportation Agency
14298,1,Outbound,SF,San Francisco Municipal Transportation Agency
14328,0,Inbound,SF,San Francisco Municipal Transportation Agency
14328,1,Outbound,SF,San Francisco Municipal Transportation Agency
14341,0,Outbound,SF,San Francisco Municipal Transportation Agency
14341,1,Inbound,SF,San Francisco Municipal Transportation Agency
14363,0,Outbound,SF,San Francisco Municipal Transportation Agency
14363,1,Inbound,SF,San Francisco Municipal Transportation Agency
14305,0,Outbound,SF,San Francisco Municipal Transportation Agency
14305,1,Inbound,SF,San Francisco Municipal Transportation Agency
14360,0,Inbound,SF,San Francisco Municipal Transportation Agency
14360,1,Outbound,SF,San Francisco Municipal Transportation Agency
14357,0,Outbound,SF,San Francisco Municipal Transportation Agency
14357,1,Inbound,SF,San Francisco Municipal Transportation Agency
14302,0,Outbound,SF,San Francisco Municipal Transportation Agency
14302,1,Inbound,SF,San Francisco Municipal Transportation Agency
14303,0,Outbound,SF,San Francisco Municipal Transportation Agency
14303,1,Inbound,SF,San Francisco Municipal Transportation Agency
14287,0,Inbound,SF,San Francisco Municipal Transportation Agency
14287,1,Outbound,SF,San Francisco Municipal Transportation Agency
14288,0,Inbound,SF,San Francisco Municipal Transportation Agency
14288,1,Outbound,SF,San Francisco Municipal Transportation Agency
14289,0,Inbound,SF,San Francisco Municipal Transportation Agency
14289,1,Outbound,SF,San Francisco Municipal Transportation Agency
14321,0,Inbound,SF,San Francisco Municipal Transportation Agency
14321,1,Outbound,SF,San Francisco Municipal Transportation Agency
14322,0,Outbound,SF,San Francisco Municipal Transportation Agency
14322,1,Inbound,SF,San Francisco Municipal Transportation Agency
14329,0,Inbound,SF,San Francisco Municipal Transportation Agency
14329,1,Outbound,SF,San Francisco Municipal Transportation Agency
14290,0,Outbound,SF,San Francisco Municipal Transportation Agency
14290,1,Inbound,SF,San Francisco Municipal Transportation Agency
14292,0,Outbound,SF,San Francisco Municipal Transportation Agency
14292,1,Inbound,SF,San Francisco Municipal Transportation Agency
14293,0,Inbound,SF,San Francisco Municipal Transportation Agency
14293,1,Outbound,SF,San Francisco Municipal Transportation Agency
14294,0,Inbound,SF,San Francisco Municipal Transportation Agency
14294,1,Outbound,SF,San Francisco Municipal Transportation Agency
14295,0,Inbound,SF,San Francisco Municipal Transportation Agency
14295,1,Outbound,SF,San Francisco Municipal Transportation Agency
14296,0,Inbound,SF,San Francisco Municipal Transportation Agency
14296,1,Outbound,SF,San Francisco Municipal Transportation Agency
14297,0,Inbound,SF,San Francisco Municipal Transportation Agency
14297,1,Outbound,SF,San Francisco Municipal Transportation Agency
14299,0,Inbound,SF,San Francisco Municipal Transportation Agency
14299,1,Outbound,SF,San Francisco Municipal Transportation Agency
14300,0,Inbound,SF,San Francisco Municipal Transportation Agency
14300,1,Outbound,SF,San Francisco Municipal Transportation Agency
14301,0,Inbound,SF,San Francisco Municipal Transportation Agency
14301,1,Outbound,SF,San Francisco Municipal Transportation Agency
14304,0,Outbound,SF,San Francisco Municipal Transportation Agency
14304,1,Inbound,SF,San Francisco Municipal Transportation Agency
14306,0,Inbound,SF,San Francisco Municipal Transportation Agency
14306,1,Outbound,SF,San Francisco Municipal Transportation Agency
14307,0,Outbound,SF,San Francisco Municipal Transportation Agency
14307,1,Inbound,SF,San Francisco Municipal Transportation Agency
14308,0,Inbound,SF,San Francisco Municipal Transportation Agency
14308,1,Outbound,SF,San Francisco Municipal Transportation Agency
14309,0,Outbound,SF,San Francisco Municipal Transportation Agency
14309,1,Inbound,SF,San Francisco Municipal Transportation Agency
14330,0,Outbound,SF,San Francisco Municipal Transportation Agency
14330,1,Inbound,SF,San Francisco Municipal Transportation Agency
14331,0,Outbound,SF,San Francisco Municipal Transportation Agency
14331,1,Inbound,SF,San Francisco Municipal Transportation Agency
14332,0,Inbound,SF,San Francisco Municipal Transportation Agency
14332,1,Outbound,SF,San Francisco Municipal Transportation Agency
14310,0,Inbound,SF,San Francisco Municipal Transportation Agency
14310,1,Outbound,SF,San Francisco Municipal Transportation Agency
14311,0,Inbound,SF,San Francisco Municipal Transportation Agency
14311,1,Outbound,SF,San Francisco Municipal Transportation Agency
14312,0,Inbound,SF,San Francisco Municipal Transportation Agency
14312,1,Outbound,SF,San Francisco Municipal Transportation Agency
14313,0,Inbound,SF,San Francisco Municipal Transportation Agency
14313,1,Outbound,SF,San Francisco Municipal Transportation Agency
14314,0,Inbound,SF,San Francisco Municipal Transportation Agency
14314,1,Outbound,SF,San Francisco Municipal Transportation Agency
14333,0,Outbound,SF,San Francisco Municipal Transportation Agency
14333,1,Inbound,SF,San Francisco Municipal Transportation Agency
14315,0,Inbound,SF,San Francisco Municipal Transportation Agency
14315,1,Outbound,SF,San Francisco Municipal Transportation Agency
14316,0,Inbound,SF,San Francisco Municipal Transportation Agency
14316,1,Outbound,SF,San Francisco Municipal Transportation Agency
14334,0,Inbound,SF,San Francisco Municipal Transportation Agency
14334,1,Outbound,SF,San Francisco Municipal Transportation Agency
14317,0,Inbound,SF,San Francisco Municipal Transportation Agency
14317,1,Outbound,SF,San Francisco Municipal Transportation Agency
14318,0,Inbound,SF,San Francisco Municipal Transportation Agency
14318,1,Outbound,SF,San Francisco Municipal Transportation Agency
14319,0,Inbound,SF,San Francisco Municipal Transportation Agency
14319,1,Outbound,SF,San Francisco Municipal Transportation Agency
14320,0,Outbound,SF,San Francisco Municipal Transportation Agency
14320,1,Inbound,SF,San Francisco Municipal Transportation Agency
14323,0,Outbound,SF,San Francisco Municipal Transportation Agency
14323,1,Inbound,SF,San Francisco Municipal Transportation Agency
14324,0,Outbound,SF,San Francisco Municipal Transportation Agency
14324,1,Inbound,SF,San Francisco Municipal Transportation Agency
14325,0,Inbound,SF,San Francisco Municipal Transportation Agency
14325,1,Outbound,SF,San Francisco Municipal Transportation Agency
14326,0,Inbound,SF,San Francisco Municipal Transportation Agency
14326,1,Outbound,SF,San Francisco Municipal Transportation Agency
14327,0,Outbound,SF,San Francisco Municipal Transportation Agency
14327,1,Inbound,SF,San Francisco Municipal Transportation Agency
14335,0,Outbound,SF,San Francisco Municipal Transportation Agency
14335,1,Inbound,SF,San Francisco Municipal Transportation Agency
14336,0,Inbound,SF,San Francisco Municipal Transportation Agency
14336,1,Outbound,SF,San Francisco Municipal Transportation Agency
14337,0,Outbound,SF,San Francisco Municipal Transportation Agency
14337,1,Inbound,SF,San Francisco Municipal Transportation Agency
14338,0,Outbound,SF,San Francisco Municipal Transportation Agency
14338,1,Inbound,SF,San Francisco Municipal Transportation Agency
14339,0,Outbound,SF,San Francisco Municipal Transportation Agency
14339,1,Inbound,SF,San Francisco Municipal Transportation Agency
14340,0,Inbound,SF,San Francisco Municipal Transportation Agency
14340,1,Outbound,SF,San Francisco Municipal Transportation Agency
14342,0,Outbound,SF,San Francisco Municipal Transportation Agency
14342,1,Inbound,SF,San Francisco Municipal Transportation Agency
14343,0,Outbound,SF,San Francisco Municipal Transportation Agency
14343,1,Inbound,SF,San Francisco Municipal Transportation Agency
14344,0,Outbound,SF,San Francisco Municipal Transportation Agency
14344,1,Inbound,SF,San Francisco Municipal Transportation Agency
14345,0,Inbound,SF,San Francisco Municipal Transportation Agency
14345,1,Outbound,SF,San Francisco Municipal Transportation Agency
14346,0,Inbound,SF,San Francisco Municipal Transportation Agency
14346,1,Outbound,SF,San Francisco Municipal Transportation Agency
14347,0,Inbound,SF,San Francisco Municipal Transportation Agency
14347,1,Outbound,SF,San Francisco Municipal Transportation Agency
14348,0,Outbound,SF,San Francisco Municipal Transportation Agency
14348,1,Inbound,SF,San Francisco Municipal Transportation Agency
14349,0,Outbound,SF,San Francisco Municipal Transportation Agency
14349,1,Inbound,SF,San Francisco Municipal Transportation Agency
14350,0,Inbound,SF,San Francisco Municipal Transportation Agency
14353,0,Outbound,SF,San Francisco Municipal Transportation Agency
14353,1,Inbound,SF,San Francisco Municipal Transportation Agency
14354,0,Inbound,SF,San Francisco Municipal Transportation Agency
14354,1,Outbound,SF,San Francisco Municipal Transportation Agency
14355,0,Inbound,SF,San Francisco Municipal Transportation Agency
14355,1,Outbound,SF,San Francisco Municipal Transportation Agency
14361,0,Outbound,SF,San Francisco Municipal Transportation Agency
14361,1,Inbound,SF,San Francisco Municipal Transportation Agency
14364,0,Inbound,SF,San Francisco Municipal Transportation Agency
14364,1,Outbound,SF,San Francisco Municipal Transportation Agency
14367,0,Outbound,SF,San Francisco Municipal Transportation Agency
14367,1,Inbound,SF,San Francisco Municipal Transportation Agency
14369,0,Outbound,SF,San Francisco Municipal Transportation Agency
14369,1,Inbound,SF,San Francisco Municipal Transportation Agency
14359,0,Inbound,SF,San Francisco Municipal Transportation Agency
14359,1,Outbound,SF,San Francisco Municipal Transportation Agency
14368,0,Inbound,SF,San Francisco Municipal Transportation Agency
14368,1,Outbound,SF,San Francisco Municipal Transportation Agency
14371,0,Outbound,SF,San Francisco Municipal Transportation Agency
14371,1,Inbound,SF,San Francisco Municipal Transportation Agency
SFO-168,0,Unknown,SM,SamTrans
55-168,0,Unknown,SM,SamTrans
24-168,0,Unknown,SM,SamTrans
59-168,0,Unknown,SM,SamTrans
60-168,0,Unknown,SM,SamTrans
60-168,1,Outbound,SM,SamTrans
60-168,1,Inbound,SM,SamTrans
61-168,0,Unknown,SM,SamTrans
62-168,0,Unknown,SM,SamTrans
67-168,0,Unknown,SM,SamTrans
67-168,1,Outbound,SM,SamTrans
68-168,0,Unknown,SM,SamTrans
68-168,1,Outbound,SM,SamTrans
72-168,0,Unknown,SM,SamTrans
73-168,0,Unknown,SM,SamTrans
80-168,0,Unknown,SM,SamTrans
79-168,0,Outbound,SM,SamTrans
79-168,1,Unknown,SM,SamTrans
81-168,0,Unknown,SM,SamTrans
82-168,0,Unknown,SM,SamTrans
83-168,0,Unknown,SM,SamTrans
85-168,0,Unknown,SM,SamTrans
85-168,1,Outbound,SM,SamTrans
87-168,0,Unknown,SM,SamTrans
88-168,0,Unknown,SM,SamTrans
95-168,0,Unknown,SM,SamTrans
110-168,0,Outbound,SM,SamTrans
110-168,1,Inbound,SM,SamTrans
110-168,1,Unknown,SM,SamTrans
112-168,0,Inbound,SM,SamTrans
112-168,1,Outbound,SM,SamTrans
112-168,1,Unknown,SM,SamTrans
118-168,0,Unknown,SM,SamTrans
120-168,0,Outbound,SM,SamTrans
120-168,1,Unknown,SM,SamTrans
120-168,1,Inbound,SM,SamTrans
121-168,0,Unknown,SM,SamTrans
121-168,1,Inbound,SM,SamTrans
121-168,1,Outbound,SM,SamTrans
122-168,0,Unknown,SM,SamTrans
130-168,0,Unknown,SM,SamTrans
130-168,1,Inbound,SM,SamTrans
130-168,1,Outbound,SM,SamTrans
140-168,0,Unknown,SM,SamTrans
140-168,1,Outbound,SM,SamTrans
140-168,1,Inbound,SM,SamTrans
141-168,0,Unknown,SM,SamTrans
141-168,1,Inbound,SM,SamTrans
141-168,1,Outbound,SM,SamTrans
250-168,0,Outbound,SM,SamTrans
250-168,1,Unknown,SM,SamTrans
250-168,1,Inbound,SM,SamTrans
251-168,0,Unknown,SM,SamTrans
251-168,1,Inbound,SM,SamTrans
256-168,0,Unknown,SM,SamTrans
256-168,1,Outbound,SM,SamTrans
260-168,0,Outbound,SM,SamTrans
260-168,1,Inbound,SM,SamTrans
260-168,1,Unknown,SM,SamTrans
270-168,0,Unknown,SM,SamTrans
14-168,0,Unknown,SM,SamTrans
14-168,1,Inbound,SM,SamTrans
16-168,0,Unknown,SM,SamTrans
54-168,0,Unknown,SM,SamTrans
54-168,1,Outbound,SM,SamTrans
56-168,0,Unknown,SM,SamTrans
57-168,0,Unknown,SM,SamTrans
58-168,0,Unknown,SM,SamTrans
84-168,0,Unknown,SM,SamTrans
275-168,0,Inbound,SM,SamTrans
275-168,1,Outbound,SM,SamTrans
275-168,1,Unknown,SM,SamTrans
17-168,0,Inbound,SM,SamTrans
17-168,1,Unknown,SM,SamTrans
17-168,1,Outbound,SM,SamTrans
18-168,0,Inbound,SM,SamTrans
18-168,1,Outbound,SM,SamTrans
18-168,1,Unknown,SM,SamTrans
19-168,0,Unknown,SM,SamTrans
25-168,0,Unknown,SM,SamTrans
28-168,0,Unknown,SM,SamTrans
28-168,1,Outbound,SM,SamTrans
29-168,0,Unknown,SM,SamTrans
35-168,0,Unknown,SM,SamTrans
35-168,1,Inbound,SM,SamTrans
713-168,0,Unknown,SM,SamTrans
37-168,0,Unknown,SM,SamTrans
38-168,0,Outbound,SM,SamTrans
38-168,1,Inbound,SM,SamTrans
38-168,1,Unknown,SM,SamTrans
ECX-168,0,Unknown,SM,SamTrans
274-168,0,Unknown,SM,SamTrans
39-168,0,Unknown,SM,SamTrans
46-168,0,Unknown,SM,SamTrans
46-168,1,Inbound,SM,SamTrans
49-168,0,Unknown,SM,SamTrans
53-168,0,Unknown,SM,SamTrans
53-168,1,Outbound,SM,SamTrans
276-168,0,Unknown,SM,SamTrans
278-168,0,Unknown,SM,SamTrans
278-168,1,Outbound,SM,SamTrans
278-168,1,Inbound,SM,SamTrans
280-168,0,Unknown,SM,SamTrans
281-168,0,Unknown,SM,SamTrans
286-168,0,Outbound,SM,SamTrans
286-168,1,Inbound,SM,SamTrans
286-168,1,Unknown,SM,SamTrans
292-168,0,Inbound,SM,SamTrans
292-168,1,Outbound,SM,SamTrans
292-168,1,Unknown,SM,SamTrans
294-168,0,Unknown,SM,SamTrans
294-168,1,Inbound,SM,SamTrans
295-168,0,Unknown,SM,SamTrans
295-168,1,Inbound,SM,SamTrans
295-168,1,Outbound,SM,SamTrans
296-168,0,Unknown,SM,SamTrans
397-168,0,Unknown,SM,SamTrans
398-168,0,Inbound,SM,SamTrans
398-168,1,Outbound,SM,SamTrans
398-168,1,Unknown,SM,SamTrans
ECR-168,0,Unknown,SM,SamTrans
ECR-168,1,Inbound,SM,SamTrans
ECR-168,1,Outbound,SM,SamTrans
FLXP-168,0,Unknown,SM,SamTrans
1042,0,Loop,SO,Sonoma County Transit LastGenerated
1029,0,West,SO,Sonoma County Transit LastGenerated
1029,1,East,SO,Sonoma County Transit LastGenerated
6033,0,South,SO,Sonoma County Transit LastGenerated
6033,1,North,SO,Sonoma County Transit LastGenerated
6034,0,Loop,SO,Sonoma County Transit LastGenerated
6035,0,South,SO,Sonoma County Transit LastGenerated
6035,1,North,SO,Sonoma County Transit LastGenerated
6031,0,East,SO,Sonoma County Transit LastGenerated
6031,1,West,SO,Sonoma County Transit LastGenerated
6032,0,West,SO,Sonoma County Transit LastGenerated
6032,1,East,SO,Sonoma County Transit LastGenerated
6036,0,West,SO,Sonoma County Transit LastGenerated
6036,1,East,SO,Sonoma County Transit LastGenerated
1050,0,East,SO,Sonoma County Transit LastGenerated
1050,1,West,SO,Sonoma County Transit LastGenerated
1032,0,North,SO,Sonoma County Transit LastGenerated
1032,1,South,SO,Sonoma County Transit LastGenerated
1034,0,South,SO,Sonoma County Transit LastGenerated
1034,1,North,SO,Sonoma County Transit LastGenerated
1044,0,Loop,SO,Sonoma County Transit LastGenerated
1046,0,Loop,SO,Sonoma County Transit LastGenerated
1026,0,East,SO,Sonoma County Transit LastGenerated
1026,1,West,SO,Sonoma County Transit LastGenerated
1051,0,West,SO,Sonoma County Transit LastGenerated
1051,1,East,SO,Sonoma County Transit LastGenerated
1043,0,North,SO,Sonoma County Transit LastGenerated
1043,1,South,SO,Sonoma County Transit LastGenerated
1030,0,North,SO,Sonoma County Transit LastGenerated
1030,1,South,SO,Sonoma County Transit LastGenerated
1031,0,West,SO,Sonoma County Transit LastGenerated
1031,1,East,SO,Sonoma County Transit LastGenerated
1033,0,North,SO,Sonoma County Transit LastGenerated
1033,1,South,SO,Sonoma County Transit LastGenerated
1035,0,South,SO,Sonoma County Transit LastGenerated
1035,1,North,SO,Sonoma County Transit LastGenerated
1052,0,South,SO,Sonoma County Transit LastGenerated
1052,1,North,SO,Sonoma County Transit LastGenerated
1037,0,North,SO,Sonoma County Transit LastGenerated
1037,1,South,SO,Sonoma County Transit LastGenerated
1079,0,BLoop,SO,Sonoma County Transit LastGenerated
1079,1,ALoop,SO,Sonoma County Transit LastGenerated
1027,0,West,SO,Sonoma County Transit LastGenerated
1027,1,East,SO,Sonoma County Transit LastGenerated
3283,0,Loop,SO,Sonoma County Transit LastGenerated
1040,0,Loop,SO,Sonoma County Transit LastGenerated
1039,0,Loop,SO,Sonoma County Transit LastGenerated
1049,0,East,SO,Sonoma County Transit LastGenerated
1049,1,West,SO,Sonoma County Transit LastGenerated
1041,0,Loop,SO,Sonoma County Transit LastGenerated
1036,0,South,SO,Sonoma County Transit LastGenerated
1036,1,North,SO,Sonoma County Transit LastGenerated
1053,0,South,SO,Sonoma County Transit LastGenerated
1053,1,North,SO,Sonoma County Transit LastGenerated
3234,0,North,SO,Sonoma County Transit LastGenerated
3234,1,South,SO,Sonoma County Transit LastGenerated
1028,0,East,SO,Sonoma County Transit LastGenerated
1047,0,Loop,SO,Sonoma County Transit LastGenerated
1048,0,Loop,SO,Sonoma County Transit LastGenerated
1038,0,Loop,SO,Sonoma County Transit LastGenerated
15,0,Loop,SR,Santa Rosa CityBus LastGenerated
21,0,Loop,SR,Santa Rosa CityBus LastGenerated
22,0,Loop,SR,Santa Rosa CityBus LastGenerated
9,0,Loop,SR,Santa Rosa CityBus LastGenerated
10,0,Loop,SR,Santa Rosa CityBus LastGenerated
2,0,Loop,SR,Santa Rosa CityBus LastGenerated
4,0,Loop,SR,Santa Rosa CityBus LastGenerated
5,0,Loop,SR,Santa Rosa CityBus LastGenerated
6,0,Loop,SR,Santa Rosa CityBus LastGenerated
7,0,Loop,SR,Santa Rosa CityBus LastGenerated
17,0,Loop,SR,Santa Rosa CityBus LastGenerated
18,0,Inbound,SR,Santa Rosa CityBus LastGenerated
18,1,Outbound,SR,Santa Rosa CityBus LastGenerated
8,0,Loop,SR,Santa Rosa CityBus LastGenerated
13,0,Loop,SR,Santa Rosa CityBus LastGenerated
3,0,Loop,SR,Santa Rosa CityBus LastGenerated
11,0,Loop,SR,Santa Rosa CityBus LastGenerated
11098,0,East,ST,SolTrans LastGenerated
11098,1,West,ST,SolTrans LastGenerated
1638,0,South,ST,SolTrans LastGenerated
1638,1,North,ST,SolTrans LastGenerated
1646,0,Loop,ST,SolTrans LastGenerated
1639,0,South,ST,SolTrans LastGenerated
1639,1,North,ST,SolTrans LastGenerated
1875,0,East,ST,SolTrans LastGenerated
1875,1,West,ST,SolTrans LastGenerated
1640,0,West,ST,SolTrans LastGenerated
1640,1,East,ST,SolTrans LastGenerated
1641,0,North,ST,SolTrans LastGenerated
1641,1,South,ST,SolTrans LastGenerated
5802,0,South,ST,SolTrans LastGenerated
5802,1,North,ST,SolTrans LastGenerated
1642,0,North,ST,SolTrans LastGenerated
1642,1,South,ST,SolTrans LastGenerated
1643,0,West,ST,SolTrans LastGenerated
1643,1,East,ST,SolTrans LastGenerated
1647,0,Loop,ST,SolTrans LastGenerated
1644,0,North,ST,SolTrans LastGenerated
1644,1,South,ST,SolTrans LastGenerated
1861,0,West,ST,SolTrans LastGenerated
1861,1,East,ST,SolTrans LastGenerated
1650,0,North,ST,SolTrans LastGenerated
1650,1,South,ST,SolTrans LastGenerated
1651,0,North,ST,SolTrans LastGenerated
1651,1,South,ST,SolTrans LastGenerated
6819,0,North,ST,SolTrans LastGenerated
BKSF1,0,Inbound,TD,Tideline Marine Group Inc LastGenerated
BKSF1,1,Outbound,TD,Tideline Marine Group Inc LastGenerated
UCT1,0,Inbound,UC,Union City Transit LastGenerated
UCT8,0,Inbound,UC,Union City Transit LastGenerated
UCT4,0,Inbound,UC,Union City Transit LastGenerated
UCT5,0,Inbound,UC,Union City Transit LastGenerated
UCT2,0,Inbound,UC,Union City Transit LastGenerated
UCT3,0,Inbound,UC,Union City Transit LastGenerated
UCT7,0,Inbound,UC,Union City Transit LastGenerated
UCT9,0,Outbound,UC,Union City Transit LastGenerated
UCT9,1,Inbound,UC,Union City Transit LastGenerated
UCT2S,0,Inbound,UC,Union City Transit LastGenerated
11092,0,Outbound,VC,Vacaville City Coach LastGenerated
11092,1,Inbound,VC,Vacaville City Coach LastGenerated
11095,0,Unknown,VC,Vacaville City Coach LastGenerated
11096,0,Unknown,VC,Vacaville City Coach LastGenerated
11097,0,Unknown,VC,Vacaville City Coach LastGenerated
11099,0,Inbound,VC,Vacaville City Coach LastGenerated
11099,1,Outbound,VC,Vacaville City Coach LastGenerated
11100,0,Outbound,VC,Vacaville City Coach LastGenerated
11100,1,Inbound,VC,Vacaville City Coach LastGenerated
13,0,Inbound,VN,Napa LastGenerated
13,1,Outbound,VN,Napa LastGenerated
16,0,Outbound,VN,Napa LastGenerated
16,1,Inbound,VN,Napa LastGenerated
4,0,Outbound,VN,Napa LastGenerated
5,0,Outbound,VN,Napa LastGenerated
6,0,Outbound,VN,Napa LastGenerated
7,0,Outbound,VN,Napa LastGenerated
3,0,Outbound,VN,Napa LastGenerated
8,0,Outbound,VN,Napa LastGenerated
9,0,Inbound,VN,Napa LastGenerated
9,1,Outbound,VN,Napa LastGenerated
10,0,Inbound,VN,Napa LastGenerated
10,1,Outbound,VN,Napa LastGenerated
14,0,Inbound,VN,Napa LastGenerated
14,1,Outbound,VN,Napa LastGenerated
2,0,Outbound,VN,Napa LastGenerated
2706,0,East,WC,WestCat (Western Contra Costa) LastGenerated
2706,1,West,WC,WestCat (Western Contra Costa) LastGenerated
2689,0,North,WC,WestCat (Western Contra Costa) LastGenerated
2689,1,South,WC,WestCat (Western Contra Costa) LastGenerated
2700,0,South,WC,WestCat (Western Contra Costa) LastGenerated
2700,1,North,WC,WestCat (Western Contra Costa) LastGenerated
2659,0,East,WC,WestCat (Western Contra Costa) LastGenerated
2659,1,West,WC,WestCat (Western Contra Costa) LastGenerated
2670,0,South,WC,WestCat (Western Contra Costa) LastGenerated
2670,1,North,WC,WestCat (Western Contra Costa) LastGenerated
2655,0,Unknown,WC,WestCat (Western Contra Costa) LastGenerated
2666,0,East,WC,WestCat (Western Contra Costa) LastGenerated
2666,1,West,WC,WestCat (Western Contra Costa) LastGenerated
2696,0,South,WC,WestCat (Western Contra Costa) LastGenerated
2696,1,North,WC,WestCat (Western Contra Costa) LastGenerated
2676,0,North,WC,WestCat (Western Contra Costa) LastGenerated
2676,1,South,WC,WestCat (Western Contra Costa) LastGenerated
2664,0,West,WC,WestCat (Western Contra Costa) LastGenerated
2664,1,East,WC,WestCat (Western Contra Costa) LastGenerated
2668,0,North,WC,WestCat (Western Contra Costa) LastGenerated
2668,1,South,WC,WestCat (Western Contra Costa) LastGenerated
2672,0,South,WC,WestCat (Western Contra Costa) LastGenerated
2672,1,North,WC,WestCat (Western Contra Costa) LastGenerated
2674,0,West,WC,WestCat (Western Contra Costa) LastGenerated
2674,1,East,WC,WestCat (Western Contra Costa) LastGenerated
2702,0,South,WC,WestCat (Western Contra Costa) LastGenerated
2702,1,North,WC,WestCat (Western Contra Costa) LastGenerated
12463,0,South,WC,WestCat (Western Contra Costa) LastGenerated
12464,0,West,WC,WestCat (Western Contra Costa) LastGenerated
2661,0,West,WC,WestCat (Western Contra Costa) LastGenerated
2661,1,East,WC,WestCat (Western Contra Costa) LastGenerated
580X,0,West,WH,Livermore Amador Valley Transit Authority LastGenerated
580X,1,East,WH,Livermore Amador Valley Transit Authority LastGenerated
54,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
54,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
2,0,Loop,WH,Livermore Amador Valley Transit Authority LastGenerated
8,0,Loop,WH,Livermore Amador Valley Transit Authority LastGenerated
70X,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
70X,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
20X,0,East,WH,Livermore Amador Valley Transit Authority LastGenerated
20X,1,West,WH,Livermore Amador Valley Transit Authority LastGenerated
3,0,West,WH,Livermore Amador Valley Transit Authority LastGenerated
30R,0,East,WH,Livermore Amador Valley Transit Authority LastGenerated
30R,1,West,WH,Livermore Amador Valley Transit Authority LastGenerated
502,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
502,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
10R,0,East,WH,Livermore Amador Valley Transit Authority LastGenerated
10R,1,West,WH,Livermore Amador Valley Transit Authority LastGenerated
11,0,West,WH,Livermore Amador Valley Transit Authority LastGenerated
11,1,East,WH,Livermore Amador Valley Transit Authority LastGenerated
53,0,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
53,1,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
14,0,West,WH,Livermore Amador Valley Transit Authority LastGenerated
14,1,East,WH,Livermore Amador Valley Transit Authority LastGenerated
15,0,Loop,WH,Livermore Amador Valley Transit Authority LastGenerated
1,0,Loop,WH,Livermore Amador Valley Transit Authority LastGenerated
503,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
503,1,Outbound,WH,Livermore Amador Valley Transit Authority LastGenerated
504,0,Inbound,WH,Livermore Amador Valley Transit Authority LastGenerated
