service_id,date,exception_type,agency_id,agency_name
74305,20190606,2,AC,AC Transit
74307,20190607,2,AC,AC Transit
74303,20190607,2,AC,AC Transit
74305,20190607,2,AC,AC Transit
74309,20190610,2,AC,AC Transit
74301,20190610,2,AC,AC Transit
74302,20190610,2,AC,AC Transit
74304,20190610,2,AC,AC Transit
74307,20190610,2,AC,AC Transit
74303,20190610,2,AC,AC Transit
74305,20190610,2,AC,AC Transit
74309,20190611,2,AC,AC Transit
74301,20190611,2,AC,AC Transit
74302,20190611,2,AC,AC Transit
74304,20190611,2,AC,AC Transit
74307,20190611,2,AC,AC Transit
74303,20190611,2,AC,AC Transit
74305,20190611,2,AC,AC Transit
74309,20190612,2,AC,AC Transit
74301,20190612,2,AC,AC Transit
74302,20190612,2,AC,AC Transit
74304,20190612,2,AC,AC Transit
74307,20190612,2,AC,AC Transit
74303,20190612,2,AC,AC Transit
74305,20190612,2,AC,AC Transit
74309,20190613,2,AC,AC Transit
74301,20190613,2,AC,AC Transit
74302,20190613,2,AC,AC Transit
74304,20190613,2,AC,AC Transit
74307,20190613,2,AC,AC Transit
74303,20190613,2,AC,AC Transit
74305,20190613,2,AC,AC Transit
74309,20190614,2,AC,AC Transit
74301,20190614,2,AC,AC Transit
74302,20190614,2,AC,AC Transit
74304,20190614,2,AC,AC Transit
74307,20190614,2,AC,AC Transit
74303,20190614,2,AC,AC Transit
74305,20190614,2,AC,AC Transit
74312,20190527,1,AC,AC Transit
74313,20190526,1,AC,AC Transit
74314,20190527,2,AC,AC Transit
74315,20190526,2,AC,AC Transit
74316,20190527,2,AC,AC Transit
74328,20190527,2,AC,AC Transit
74317,20190527,2,AC,AC Transit
74318,20190527,2,AC,AC Transit
74329,20190527,2,AC,AC Transit
74319,20190527,2,AC,AC Transit
74320,20190527,2,AC,AC Transit
74321,20190527,2,AC,AC Transit
74322,20190527,2,AC,AC Transit
74323,20190527,2,AC,AC Transit
74324,20190527,2,AC,AC Transit
74325,20190527,2,AC,AC Transit
74326,20190527,2,AC,AC Transit
74327,20190527,2,AC,AC Transit
74316,20190415,2,AC,AC Transit
74325,20190415,2,AC,AC Transit
74326,20190415,2,AC,AC Transit
74327,20190415,2,AC,AC Transit
74316,20190416,2,AC,AC Transit
74325,20190416,2,AC,AC Transit
74326,20190416,2,AC,AC Transit
74327,20190416,2,AC,AC Transit
74316,20190417,2,AC,AC Transit
74325,20190417,2,AC,AC Transit
74326,20190417,2,AC,AC Transit
74327,20190417,2,AC,AC Transit
74316,20190418,2,AC,AC Transit
74325,20190418,2,AC,AC Transit
74326,20190418,2,AC,AC Transit
74327,20190418,2,AC,AC Transit
74328,20190419,2,AC,AC Transit
74317,20190419,2,AC,AC Transit
74318,20190419,2,AC,AC Transit
74323,20190419,2,AC,AC Transit
74324,20190419,2,AC,AC Transit
74316,20190419,2,AC,AC Transit
74325,20190419,2,AC,AC Transit
74326,20190419,2,AC,AC Transit
74327,20190419,2,AC,AC Transit
74329,20190419,2,AC,AC Transit
74319,20190419,2,AC,AC Transit
74320,20190419,2,AC,AC Transit
74321,20190419,2,AC,AC Transit
74322,20190419,2,AC,AC Transit
74328,20190422,2,AC,AC Transit
74317,20190422,2,AC,AC Transit
74318,20190422,2,AC,AC Transit
74323,20190422,2,AC,AC Transit
74324,20190422,2,AC,AC Transit
74329,20190422,2,AC,AC Transit
74319,20190422,2,AC,AC Transit
74320,20190422,2,AC,AC Transit
74321,20190422,2,AC,AC Transit
74322,20190422,2,AC,AC Transit
74328,20190423,2,AC,AC Transit
74317,20190423,2,AC,AC Transit
74318,20190423,2,AC,AC Transit
74323,20190423,2,AC,AC Transit
74324,20190423,2,AC,AC Transit
74329,20190423,2,AC,AC Transit
74319,20190423,2,AC,AC Transit
74320,20190423,2,AC,AC Transit
74321,20190423,2,AC,AC Transit
74322,20190423,2,AC,AC Transit
74328,20190424,2,AC,AC Transit
74317,20190424,2,AC,AC Transit
74318,20190424,2,AC,AC Transit
74323,20190424,2,AC,AC Transit
74324,20190424,2,AC,AC Transit
74329,20190424,2,AC,AC Transit
74319,20190424,2,AC,AC Transit
74320,20190424,2,AC,AC Transit
74321,20190424,2,AC,AC Transit
74322,20190424,2,AC,AC Transit
74328,20190425,2,AC,AC Transit
74317,20190425,2,AC,AC Transit
74318,20190425,2,AC,AC Transit
74323,20190425,2,AC,AC Transit
74324,20190425,2,AC,AC Transit
74329,20190425,2,AC,AC Transit
74319,20190425,2,AC,AC Transit
74320,20190425,2,AC,AC Transit
74321,20190425,2,AC,AC Transit
74322,20190425,2,AC,AC Transit
74328,20190426,2,AC,AC Transit
74317,20190426,2,AC,AC Transit
74318,20190426,2,AC,AC Transit
74323,20190426,2,AC,AC Transit
74324,20190426,2,AC,AC Transit
74329,20190426,2,AC,AC Transit
74319,20190426,2,AC,AC Transit
74320,20190426,2,AC,AC Transit
74321,20190426,2,AC,AC Transit
74322,20190426,2,AC,AC Transit
74328,20190613,2,AC,AC Transit
74317,20190613,2,AC,AC Transit
74318,20190613,2,AC,AC Transit
74323,20190613,2,AC,AC Transit
74324,20190613,2,AC,AC Transit
74329,20190613,2,AC,AC Transit
74319,20190613,2,AC,AC Transit
74320,20190613,2,AC,AC Transit
74321,20190613,2,AC,AC Transit
74322,20190613,2,AC,AC Transit
74328,20190614,2,AC,AC Transit
74317,20190614,2,AC,AC Transit
74318,20190614,2,AC,AC Transit
74323,20190614,2,AC,AC Transit
74324,20190614,2,AC,AC Transit
74316,20190614,2,AC,AC Transit
74325,20190614,2,AC,AC Transit
74326,20190614,2,AC,AC Transit
74327,20190614,2,AC,AC Transit
74329,20190614,2,AC,AC Transit
74319,20190614,2,AC,AC Transit
74320,20190614,2,AC,AC Transit
74321,20190614,2,AC,AC Transit
74322,20190614,2,AC,AC Transit
72762,20190527,2,AM,Capitol Corridor Joint Powers Authority
72761,20190527,1,AM,Capitol Corridor Joint Powers Authority
72762,20190704,2,AM,Capitol Corridor Joint Powers Authority
72761,20190704,1,AM,Capitol Corridor Joint Powers Authority
72762,20190902,2,AM,Capitol Corridor Joint Powers Authority
72761,20190902,1,AM,Capitol Corridor Joint Powers Authority
72762,20191128,2,AM,Capitol Corridor Joint Powers Authority
72761,20191128,1,AM,Capitol Corridor Joint Powers Authority
72762,20191129,2,AM,Capitol Corridor Joint Powers Authority
72761,20191129,1,AM,Capitol Corridor Joint Powers Authority
72762,20191225,2,AM,Capitol Corridor Joint Powers Authority
72761,20191225,1,AM,Capitol Corridor Joint Powers Authority
72762,20200101,2,AM,Capitol Corridor Joint Powers Authority
72761,20200101,1,AM,Capitol Corridor Joint Powers Authority
72954,20190218,1,BA,Bay Area Rapid Transit
72953,20190218,2,BA,Bay Area Rapid Transit
72955,20190527,1,BA,Bay Area Rapid Transit
72953,20190527,2,BA,Bay Area Rapid Transit
72955,20190704,1,BA,Bay Area Rapid Transit
72953,20190704,2,BA,Bay Area Rapid Transit
72955,20190902,1,BA,Bay Area Rapid Transit
72953,20190902,2,BA,Bay Area Rapid Transit
72955,20191128,1,BA,Bay Area Rapid Transit
72953,20191128,2,BA,Bay Area Rapid Transit
72955,20191225,1,BA,Bay Area Rapid Transit
72953,20191225,2,BA,Bay Area Rapid Transit
74339,20190527,2,CC,County Connection
74340,20190527,2,CC,County Connection
74732,20190601,1,CT,Caltrain
74733,20190601,1,CT,Caltrain
74734,20190515,1,CT,Caltrain
74735,20190608,1,CT,Caltrain
74736,20190629,1,CT,Caltrain
74737,20190511,1,CT,Caltrain
74738,20190413,1,CT,Caltrain
74739,20190929,1,CT,Caltrain
74740,20190527,1,CT,Caltrain
72981,20190623,2,CT,Caltrain
72981,20190622,2,CT,Caltrain
72981,20190602,2,CT,Caltrain
72981,20190601,2,CT,Caltrain
72982,20190622,2,CT,Caltrain
72982,20190601,2,CT,Caltrain
72983,20190902,2,CT,Caltrain
72983,20190704,2,CT,Caltrain
72983,20190527,2,CT,Caltrain
74739,20190523,1,CT,Caltrain
74739,20190626,1,CT,Caltrain
74739,20190724,1,CT,Caltrain
74739,20190807,1,CT,Caltrain
74739,20190814,1,CT,Caltrain
74739,20190912,1,CT,Caltrain
74739,20190926,1,CT,Caltrain
74738,20190414,1,CT,Caltrain
74738,20190427,1,CT,Caltrain
74738,20190428,1,CT,Caltrain
74738,20190512,1,CT,Caltrain
74738,20190525,1,CT,Caltrain
74738,20190526,1,CT,Caltrain
74738,20190609,1,CT,Caltrain
74738,20190615,1,CT,Caltrain
74738,20190616,1,CT,Caltrain
74738,20190630,1,CT,Caltrain
74738,20190707,1,CT,Caltrain
74738,20190720,1,CT,Caltrain
74738,20190721,1,CT,Caltrain
74738,20190810,1,CT,Caltrain
74738,20190811,1,CT,Caltrain
74738,20190901,1,CT,Caltrain
74738,20190915,1,CT,Caltrain
74738,20190928,1,CT,Caltrain
74737,20190831,1,CT,Caltrain
74740,20190902,1,CT,Caltrain
74740,20190704,1,CT,Caltrain
74732,20190602,1,CT,Caltrain
74732,20190622,1,CT,Caltrain
74733,20190622,1,CT,Caltrain
74732,20190623,1,CT,Caltrain
72781,20190527,2,DE,Dumbarton Express Consortium
72790,20190421,2,EM,Emery Go-Round
72792,20191225,2,EM,Emery Go-Round
72792,20191128,2,EM,Emery Go-Round
72792,20190902,2,EM,Emery Go-Round
72792,20190704,2,EM,Emery Go-Round
72792,20190527,2,EM,Emery Go-Round
72792,20190218,2,EM,Emery Go-Round
72792,20190101,2,EM,Emery Go-Round
72802,20200101,2,FS,Fairfield and Suisun Transit
72802,20191225,2,FS,Fairfield and Suisun Transit
72802,20191128,2,FS,Fairfield and Suisun Transit
72802,20190902,2,FS,Fairfield and Suisun Transit
72802,20190704,2,FS,Fairfield and Suisun Transit
72802,20190527,2,FS,Fairfield and Suisun Transit
72804,20200101,2,FS,Fairfield and Suisun Transit
72804,20191225,2,FS,Fairfield and Suisun Transit
72804,20191128,2,FS,Fairfield and Suisun Transit
72804,20190902,2,FS,Fairfield and Suisun Transit
72804,20190704,2,FS,Fairfield and Suisun Transit
72804,20190527,2,FS,Fairfield and Suisun Transit
72805,20191128,2,FS,Fairfield and Suisun Transit
72805,20190902,2,FS,Fairfield and Suisun Transit
72805,20190527,2,FS,Fairfield and Suisun Transit
73394,20191128,2,FS,Fairfield and Suisun Transit
73394,20190902,2,FS,Fairfield and Suisun Transit
73394,20190527,2,FS,Fairfield and Suisun Transit
73395,20191128,2,FS,Fairfield and Suisun Transit
73395,20190902,2,FS,Fairfield and Suisun Transit
73395,20190527,2,FS,Fairfield and Suisun Transit
74008,20191128,2,FS,Fairfield and Suisun Transit
74008,20190902,2,FS,Fairfield and Suisun Transit
74008,20190527,2,FS,Fairfield and Suisun Transit
72813,20190527,2,GF,Golden Gate Ferry
72815,20190527,1,GF,Golden Gate Ferry
73017,20190527,1,GG,Golden Gate Transit
74285,20190527,2,GG,Golden Gate Transit
74463,20190527,2,GG,Golden Gate Transit
74612,20190527,2,GG,Golden Gate Transit
74612,20190415,2,GG,Golden Gate Transit
74612,20190416,2,GG,Golden Gate Transit
74612,20190417,2,GG,Golden Gate Transit
74612,20190418,2,GG,Golden Gate Transit
74612,20190419,2,GG,Golden Gate Transit
74612,20190422,2,GG,Golden Gate Transit
74612,20190423,2,GG,Golden Gate Transit
74612,20190424,2,GG,Golden Gate Transit
74612,20190425,2,GG,Golden Gate Transit
74612,20190426,2,GG,Golden Gate Transit
74612,20190429,2,GG,Golden Gate Transit
74612,20190430,2,GG,Golden Gate Transit
74612,20190501,2,GG,Golden Gate Transit
74612,20190502,2,GG,Golden Gate Transit
74612,20190503,2,GG,Golden Gate Transit
74612,20190506,2,GG,Golden Gate Transit
74612,20190507,2,GG,Golden Gate Transit
74612,20190508,2,GG,Golden Gate Transit
74612,20190509,2,GG,Golden Gate Transit
74612,20190510,2,GG,Golden Gate Transit
74612,20190513,2,GG,Golden Gate Transit
74612,20190514,2,GG,Golden Gate Transit
74612,20190516,2,GG,Golden Gate Transit
74612,20190517,2,GG,Golden Gate Transit
74612,20190520,2,GG,Golden Gate Transit
74612,20190521,2,GG,Golden Gate Transit
74612,20190522,2,GG,Golden Gate Transit
74612,20190524,2,GG,Golden Gate Transit
74612,20190528,2,GG,Golden Gate Transit
74612,20190529,2,GG,Golden Gate Transit
74612,20190530,2,GG,Golden Gate Transit
74612,20190531,2,GG,Golden Gate Transit
74612,20190603,2,GG,Golden Gate Transit
74612,20190604,2,GG,Golden Gate Transit
74612,20190605,2,GG,Golden Gate Transit
74612,20190606,2,GG,Golden Gate Transit
74612,20190607,2,GG,Golden Gate Transit
73075,20180528,2,MS,Stanford Marguerite Shuttle
73075,20180704,2,MS,Stanford Marguerite Shuttle
73075,20180903,2,MS,Stanford Marguerite Shuttle
73076,20180528,1,MS,Stanford Marguerite Shuttle
73076,20180704,1,MS,Stanford Marguerite Shuttle
73076,20180903,1,MS,Stanford Marguerite Shuttle
73076,20181123,1,MS,Stanford Marguerite Shuttle
73078,20180528,2,MS,Stanford Marguerite Shuttle
73078,20180704,2,MS,Stanford Marguerite Shuttle
73079,20170529,1,MS,Stanford Marguerite Shuttle
73080,20180528,2,MS,Stanford Marguerite Shuttle
73082,20180528,2,MS,Stanford Marguerite Shuttle
73082,20180704,2,MS,Stanford Marguerite Shuttle
73082,20180903,2,MS,Stanford Marguerite Shuttle
73503,20180528,1,MS,Stanford Marguerite Shuttle
73503,20180704,1,MS,Stanford Marguerite Shuttle
73503,20180903,1,MS,Stanford Marguerite Shuttle
73503,20181123,1,MS,Stanford Marguerite Shuttle
74552,20190527,1,PE,Petaluma Transit
74548,20190527,2,PE,Petaluma Transit
74548,20190218,2,PE,Petaluma Transit
74548,20190211,2,PE,Petaluma Transit
74548,20190114,2,PE,Petaluma Transit
74547,20190527,2,PE,Petaluma Transit
74547,20190218,2,PE,Petaluma Transit
74547,20190211,2,PE,Petaluma Transit
74547,20190114,2,PE,Petaluma Transit
74543,20190527,2,PE,Petaluma Transit
74543,20190218,2,PE,Petaluma Transit
74543,20190211,2,PE,Petaluma Transit
74543,20190114,2,PE,Petaluma Transit
74542,20190527,2,PE,Petaluma Transit
74542,20190218,2,PE,Petaluma Transit
74542,20190211,2,PE,Petaluma Transit
74542,20190114,2,PE,Petaluma Transit
74538,20190527,2,PE,Petaluma Transit
74538,20190218,2,PE,Petaluma Transit
74538,20190211,2,PE,Petaluma Transit
74538,20190114,2,PE,Petaluma Transit
74537,20190527,2,PE,Petaluma Transit
74537,20190218,2,PE,Petaluma Transit
74537,20190211,2,PE,Petaluma Transit
74537,20190114,2,PE,Petaluma Transit
74553,20181224,1,PE,Petaluma Transit
74554,20190218,1,PE,Petaluma Transit
74554,20190211,1,PE,Petaluma Transit
74554,20190114,1,PE,Petaluma Transit
72838,20181225,2,PE,Petaluma Transit
72838,20181224,2,PE,Petaluma Transit
72835,20181225,2,PE,Petaluma Transit
72835,20181224,2,PE,Petaluma Transit
72849,20191128,2,RV,Rio Vista Delta Breeze
72849,20191111,2,RV,Rio Vista Delta Breeze
72849,20190902,2,RV,Rio Vista Delta Breeze
72849,20190704,2,RV,Rio Vista Delta Breeze
72849,20190527,2,RV,Rio Vista Delta Breeze
72849,20190218,2,RV,Rio Vista Delta Breeze
72849,20190121,2,RV,Rio Vista Delta Breeze
72849,20190101,2,RV,Rio Vista Delta Breeze
72849,20181225,2,RV,Rio Vista Delta Breeze
73343,20181225,2,SA,Sonoma Marin Area Rail Transit
73344,20181225,1,SA,Sonoma Marin Area Rail Transit
73343,20190101,2,SA,Sonoma Marin Area Rail Transit
73344,20190101,1,SA,Sonoma Marin Area Rail Transit
73343,20190121,2,SA,Sonoma Marin Area Rail Transit
73344,20190121,1,SA,Sonoma Marin Area Rail Transit
73343,20190218,2,SA,Sonoma Marin Area Rail Transit
73344,20190218,1,SA,Sonoma Marin Area Rail Transit
73343,20190527,2,SA,Sonoma Marin Area Rail Transit
73344,20190527,1,SA,Sonoma Marin Area Rail Transit
73343,20190704,2,SA,Sonoma Marin Area Rail Transit
73344,20190704,1,SA,Sonoma Marin Area Rail Transit
73343,20190902,2,SA,Sonoma Marin Area Rail Transit
73344,20190902,1,SA,Sonoma Marin Area Rail Transit
73343,20191128,2,SA,Sonoma Marin Area Rail Transit
73344,20191128,1,SA,Sonoma Marin Area Rail Transit
73343,20191225,2,SA,Sonoma Marin Area Rail Transit
73344,20191225,1,SA,Sonoma Marin Area Rail Transit
73343,20200101,2,SA,Sonoma Marin Area Rail Transit
73344,20200101,1,SA,Sonoma Marin Area Rail Transit
74239,20190218,2,SB,San Francisco Bay Ferry
74411,20190218,2,SB,San Francisco Bay Ferry
74534,20190218,2,SB,San Francisco Bay Ferry
74618,20190218,2,SB,San Francisco Bay Ferry
74654,20190218,2,SB,San Francisco Bay Ferry
74716,20190413,1,SC,VTA
72914,20190527,2,SC,VTA
72916,20190527,1,SC,VTA
73692,20190527,2,SF,San Francisco Municipal Transportation Agency
73694,20190527,1,SF,San Francisco Municipal Transportation Agency
73028,20190211,2,SM,SamTrans
73028,20190212,2,SM,SamTrans
73028,20190213,2,SM,SamTrans
73028,20190214,2,SM,SamTrans
73028,20190215,2,SM,SamTrans
73027,20190218,2,SM,SamTrans
73029,20190218,2,SM,SamTrans
73030,20190218,2,SM,SamTrans
73031,20190218,2,SM,SamTrans
73032,20190218,2,SM,SamTrans
73033,20190218,2,SM,SamTrans
73034,20190218,2,SM,SamTrans
73035,20190218,2,SM,SamTrans
73036,20190218,2,SM,SamTrans
73037,20190218,2,SM,SamTrans
73028,20190219,2,SM,SamTrans
73028,20190220,2,SM,SamTrans
73028,20190221,2,SM,SamTrans
73028,20190222,2,SM,SamTrans
73028,20190225,2,SM,SamTrans
73028,20190226,2,SM,SamTrans
73028,20190227,2,SM,SamTrans
73028,20190228,2,SM,SamTrans
73028,20190301,2,SM,SamTrans
73028,20190304,2,SM,SamTrans
73028,20190305,2,SM,SamTrans
73028,20190306,2,SM,SamTrans
73028,20190307,2,SM,SamTrans
73028,20190308,2,SM,SamTrans
73028,20190311,2,SM,SamTrans
73028,20190312,2,SM,SamTrans
73028,20190313,2,SM,SamTrans
73028,20190314,2,SM,SamTrans
73028,20190315,2,SM,SamTrans
73028,20190318,2,SM,SamTrans
73028,20190319,2,SM,SamTrans
73028,20190320,2,SM,SamTrans
73028,20190321,2,SM,SamTrans
73028,20190322,2,SM,SamTrans
73028,20190325,2,SM,SamTrans
73028,20190326,2,SM,SamTrans
73028,20190327,2,SM,SamTrans
73028,20190328,2,SM,SamTrans
73028,20190329,2,SM,SamTrans
73028,20190401,2,SM,SamTrans
73028,20190402,2,SM,SamTrans
73028,20190403,2,SM,SamTrans
73028,20190404,2,SM,SamTrans
73028,20190405,2,SM,SamTrans
73028,20190408,2,SM,SamTrans
73028,20190409,2,SM,SamTrans
73028,20190410,2,SM,SamTrans
73028,20190411,2,SM,SamTrans
73028,20190412,2,SM,SamTrans
73028,20190415,2,SM,SamTrans
73028,20190416,2,SM,SamTrans
73028,20190417,2,SM,SamTrans
73028,20190418,2,SM,SamTrans
73028,20190419,2,SM,SamTrans
73028,20190422,2,SM,SamTrans
73028,20190423,2,SM,SamTrans
73028,20190424,2,SM,SamTrans
73028,20190425,2,SM,SamTrans
73028,20190426,2,SM,SamTrans
73028,20190429,2,SM,SamTrans
73028,20190430,2,SM,SamTrans
73028,20190501,2,SM,SamTrans
73028,20190502,2,SM,SamTrans
73028,20190503,2,SM,SamTrans
73028,20190506,2,SM,SamTrans
73028,20190507,2,SM,SamTrans
73028,20190508,2,SM,SamTrans
73028,20190509,2,SM,SamTrans
73028,20190510,2,SM,SamTrans
73028,20190513,2,SM,SamTrans
73028,20190514,2,SM,SamTrans
73028,20190515,2,SM,SamTrans
73028,20190516,2,SM,SamTrans
73028,20190517,2,SM,SamTrans
73028,20190520,2,SM,SamTrans
73028,20190521,2,SM,SamTrans
73028,20190522,2,SM,SamTrans
73028,20190523,2,SM,SamTrans
73028,20190524,2,SM,SamTrans
73027,20190527,2,SM,SamTrans
73029,20190527,2,SM,SamTrans
73030,20190527,2,SM,SamTrans
73031,20190527,2,SM,SamTrans
73032,20190527,2,SM,SamTrans
73033,20190527,2,SM,SamTrans
73034,20190527,2,SM,SamTrans
73035,20190527,2,SM,SamTrans
73036,20190527,2,SM,SamTrans
73037,20190527,2,SM,SamTrans
73028,20190528,2,SM,SamTrans
73028,20190529,2,SM,SamTrans
73028,20190530,2,SM,SamTrans
73028,20190531,2,SM,SamTrans
73028,20190603,2,SM,SamTrans
73028,20190604,2,SM,SamTrans
73028,20190605,2,SM,SamTrans
73028,20190606,2,SM,SamTrans
73028,20190607,2,SM,SamTrans
73028,20190610,2,SM,SamTrans
73028,20190611,2,SM,SamTrans
73028,20190612,2,SM,SamTrans
73028,20190613,2,SM,SamTrans
73028,20190614,2,SM,SamTrans
73028,20190617,2,SM,SamTrans
73028,20190618,2,SM,SamTrans
73028,20190619,2,SM,SamTrans
73028,20190620,2,SM,SamTrans
73028,20190621,2,SM,SamTrans
73086,20200101,2,SO,Sonoma County Transit LastGenerated
73086,20191225,2,SO,Sonoma County Transit LastGenerated
73087,20200101,2,SO,Sonoma County Transit LastGenerated
