route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,agency_name
704,GG,704,BART Bus Bridge - Del Norte,,3,,CC3333,FFFFFF,Golden Gate Transit
705,GG,705,BART Bus Bridge - MacArthur & 19th,,3,,CC3333,FFFFFF,Golden Gate Transit
801,GG,801,Village at Corte Madera to Larkspur Ferry,,3,,009900,FFFFFF,Golden Gate Transit
18,GG,18,College of Marin - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_18.php,CC3333,FFFFFF,Golden Gate Transit
101X,GG,101X,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_101.php,CC3333,FFFFFF,Golden Gate Transit
31,GG,31,San Rafael - Larkspur Ferry Terminal,,3,http://goldengatetransit.org/schedules/current/route_31.php,CC3333,FFFFFF,Golden Gate Transit
25,GG,25,Fairfax/Manor - Larkspur Ferry Terminal,,3,http://goldengatetransit.org/schedules/current/route_25.php,CC3333,FFFFFF,Golden Gate Transit
76,GG,76,East Petaluma - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_76.php,CC3333,FFFFFF,Golden Gate Transit
70,GG,70,Novato - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_70.php,3366FF,FFFFFF,Golden Gate Transit
24C,GG,24C,Manor - Fairfax - San Francsico Civic Center,,3,,CC3333,FFFFFF,Golden Gate Transit
2,GG,2,Marin City - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_2.php,CC3333,FFFFFF,Golden Gate Transit
24,GG,24,Fairfax/Manor - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_24.php,CC3333,FFFFFF,Golden Gate Transit
24X,GG,24X,Fairfax/Manor - San Francisco,,3,,CC3333,FFFFFF,Golden Gate Transit
27,GG,27,San Anselmo -San Rafael - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_27.php,CC3333,FFFFFF,Golden Gate Transit
30,GG,30,San Rafael - San Francisco,,3,,3366FF,FFFFFF,Golden Gate Transit
38,GG,38,Terra Linda - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_38.php,CC3333,FFFFFF,Golden Gate Transit
4,GG,4,Mill Valley - San Francisco Financial District,,3,http://goldengatetransit.org/schedules/current/route_4.php,CC3333,FFFFFF,Golden Gate Transit
40,GG,40,Del Norte BART Station - San Rafael,,3,http://goldengatetransit.org/schedules/current/route_40.php,3366FF,FFFFFF,Golden Gate Transit
40X,GG,40X,Del Norte BART Station - San Rafael,,3,,3366FF,FFFFFF,Golden Gate Transit
44,GG,44,Lucas Valley - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_44.php,CC3333,FFFFFF,Golden Gate Transit
54,GG,54,Novato/San Marin - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_54.php,CC3333,FFFFFF,Golden Gate Transit
56,GG,56,San Marin - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_56.php,CC3333,FFFFFF,Golden Gate Transit
58,GG,58,Hamilton/Novato - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_58.php,CC3333,FFFFFF,Golden Gate Transit
72X,GG,72X,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_72.php,CC3333,FFFFFF,Golden Gate Transit
74,GG,74,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_74.php,CC3333,FFFFFF,Golden Gate Transit
8,GG,8,Tiburon - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_8.php,CC3333,FFFFFF,Golden Gate Transit
92,GG,92,Manzanita - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_92.php,CC3333,FFFFFF,Golden Gate Transit
4C,GG,4C,Mill Valley - San Francisco Civic Center,,3,,CC3333,FFFFFF,Golden Gate Transit
54C,GG,54C,San Marin - Novato - San Francisco Civic Center,,3,,CC3333,FFFFFF,Golden Gate Transit
72,GG,72,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_72.php,CC3333,FFFFFF,Golden Gate Transit
101,GG,101,Santa Rosa - San Francisco,,3,http://goldengatetransit.org/schedules/current/route_101.php,3366FF,FFFFFF,Golden Gate Transit
29,MA,29,Canal - Marin General,,3,http://www.marintransit.org/routes/29.html,53A946,FFFFFF,Marin Transit
122,MA,122,College of Marin Express,,3,http://www.marintransit.org/routes/122.html,F89838,FFFFFF,Marin Transit
151,MA,151,Hamilton - San Marin HS,,3,http://www.marintransit.org/routes/151.html,F89838,FFFFFF,Marin Transit
17,MA,17,San Rafael - Sausalito,,3,http://www.marintransit.org/routes/17.html,53A946,FFFFFF,Marin Transit
23X,MA,23X,Canal - Fairfax/Manor Express,,3,http://www.marintransit.org/routes/23.html,53A946,FFFFFF,Marin Transit
23,MA,23,Canal - Fairfax,,3,http://www.marintransit.org/routes/23.html,53A946,FFFFFF,Marin Transit
35,MA,35,Canal - San Rafael Transit Center,,3,http://www.marintransit.org/routes/35.html,53A946,FFFFFF,Marin Transit
36,MA,36,Canal - Marin City,,3,http://www.marintransit.org/routes/36.html,53A946,FFFFFF,Marin Transit
22,MA,22,San Rafael - Marin City,,3,http://www.marintransit.org/routes/22.html,53A946,FFFFFF,Marin Transit
49,MA,49,San Rafael - Novato,,3,http://www.marintransit.org/routes/49.html,53A946,FFFFFF,Marin Transit
113,MA,113,Paradise Cay - Redwood HS,,3,http://www.marintransit.org/routes/113.html,F89838,FFFFFF,Marin Transit
115,MA,115,Marin City - St Hilary School,,3,http://www.marintransit.org/routes/115.html,F89838,FFFFFF,Marin Transit
117,MA,117,Cove School - E Corte Madera - Hall MS,,3,http://www.marintransit.org/routes/117.html,F89838,FFFFFF,Marin Transit
119,MA,119,Tiburon - Redwood HS,,3,http://www.marintransit.org/routes/119.html,F89838,FFFFFF,Marin Transit
125,MA,125,Lagunitas - Sir Francis Drake HS - San Rafael,,3,http://www.marintransit.org/routes/125.html,F89838,FFFFFF,Marin Transit
139,MA,139,Lucas Valley - Terra Linda HS,,3,http://www.marintransit.org/routes/139.html,F89838,FFFFFF,Marin Transit
61,MA,61,West Marin Stagecoach (South),,3,http://www.marintransit.org/routes/61.html,3161AB,FFFFFF,Marin Transit
68,MA,68,West Marin Stagecoach (North),,3,http://www.marintransit.org/routes/68.html,3161AB,FFFFFF,Marin Transit
71X,MA,71X,Novato - Sausalito,,3,http://www.marintransit.org/routes/71.html,53A946,FFFFFF,Marin Transit
145,MA,145,San Rafael - Terra Linda HS,,3,http://www.marintransit.org/routes/145.html,F89838,FFFFFF,Marin Transit
154,MA,154,Olive - Novato,,3,http://www.marintransit.org/routes/154.html,F89838,FFFFFF,Marin Transit
219,MA,219,Tiburon - Strawberry,,3,http://www.marintransit.org/routes/219.html,A5C73C,FFFFFF,Marin Transit
228,MA,228,San Rafael - Fairfax Manor,,3,http://www.marintransit.org/routes/228.html,A5C73C,FFFFFF,Marin Transit
233,MA,233,San Rafael - Santa Venetia,,3,http://www.marintransit.org/routes/233.html,A5C73C,FFFFFF,Marin Transit
245,MA,245,San Rafael - Smith Ranch Road,,3,http://www.marintransit.org/routes/245.html,A5C73C,FFFFFF,Marin Transit
251,MA,251,Novato Shuttle,,3,http://www.marintransit.org/routes/251.html,A5C73C,FFFFFF,Marin Transit
257,MA,257,San Rafael - Ignacio,,3,http://www.marintransit.org/routes/257.html,A5C73C,FFFFFF,Marin Transit
X,MS,X,Line X,,3,http://transportation.stanford.edu/marguerite/x,ED1C24,FFFFFF,Stanford Marguerite Shuttle
SLAC,MS,SLAC,S L A C,,3,http://transportation.stanford.edu/marguerite/slac,00A650,FFFFFF,Stanford Marguerite Shuttle
EB,MS,EB,East Bay Express,,3,https://transportation.stanford.edu/marguerite/eb,5674B9,FFFFFF,Stanford Marguerite Shuttle
P,MS,P,Line P,,3,http://transportation.stanford.edu/marguerite/p,AFDBBD,000000,Stanford Marguerite Shuttle
N,MS,N,Line N - Evenings ONLY,,3,http://transportation.stanford.edu/marguerite/n,2E3092,FFFFFF,Stanford Marguerite Shuttle
OCA,MS,OCA,Oak Creek Apartments,,3,https://transportation.stanford.edu/marguerite/oca,73909F,FFFFFF,Stanford Marguerite Shuttle
S,MS,S,Line S,,3,http://transportation.stanford.edu/marguerite/s,666733,FFFFFF,Stanford Marguerite Shuttle
HD,MS,HD,Hospital: Direct,,3,https://transportation.stanford.edu/marguerite/hd,2DBCB5,FFFFFF,Stanford Marguerite Shuttle
C,MS,C,Line C,,3,https://transportation.stanford.edu/marguerite/c,6DCFF6,000000,Stanford Marguerite Shuttle
Y,MS,Y,Line Y,,3,http://transportation.stanford.edu/marguerite/y,ED1C24,FFFFFF,Stanford Marguerite Shuttle
AE-F,MS,AE-F,Line AE-F,,3,https://transportation.stanford.edu/marguerite/aef,AAAAAA,900000,Stanford Marguerite Shuttle
O,MS,O,Line O - Evenings ONLY,,3,http://transportation.stanford.edu/marguerite/o,2E3192,FFFFFF,Stanford Marguerite Shuttle
1050A,MS,1050A,1050 Arastradero,,3,https://transportation.stanford.edu/marguerite/1050a,954A35,FFFFFF,Stanford Marguerite Shuttle
MC,MS,MC,Medical Center,,3,https://transportation.stanford.edu/marguerite/mc,91268F,FFFFFF,Stanford Marguerite Shuttle
RP,MS,RP,Research Park,,3,https://transportation.stanford.edu/marguerite/rp,008579,FFFFFF,Stanford Marguerite Shuttle
SE,MS,SE,Shopping Express,,3,https://transportation.stanford.edu/marguerite/se,D174AF,FFFFFF,Stanford Marguerite Shuttle
501,PE,501,Route 501,"Route 501, formerly named Route 5",3,http://transit.cityofpetaluma.net/wp-content/uploads/2017/08/Youth-Rider-Guide.png,690303,f7f4f4,Petaluma Transit
2,PE,2,Route 2,,3,http://transit.cityofpetaluma.net/routes/route-2/,ee1f23,ffffff,Petaluma Transit
3,PE,3,Route 3,,3,http://transit.cityofpetaluma.net/routes/route-3/,36c3f2,000000,Petaluma Transit
24,PE,24,Route 24,Route 24 - SMART to Kaiser via Lakeville,3,http://transit.cityofpetaluma.net/routes/route-24/,f9a91b,000000,Petaluma Transit
11,PE,11,Route 11,Route 11 - Petaluma Crosstown,3,http://transit.cityofpetaluma.net/routes/route-11/,884b9d,ffffff,Petaluma Transit
301,PE,301,Route 301,,3,,4bb36a,ffffff,Petaluma Transit
302,PE,302,Route 302,Route 302 - Meadow School-CGHS-N. McDowell Blvd via SMP,3,http://transit.cityofpetaluma.net/wp-content/uploads/2017/08/Youth-Rider-Guide.png,964a85,f6f0f0,Petaluma Transit
303,PE,303,Route 303,,3,http://transit.cityofpetaluma.net/wp-content/uploads/2017/08/Youth-Rider-Guide.png,1b4853,ffffff,Petaluma Transit
311,PE,311,Route 311,,3,http://transit.cityofpetaluma.net/wp-content/uploads/2017/08/Youth-Rider-Guide.png,ef0f2a,ffffff,Petaluma Transit
10,PE,10,Route 10,"Route 10, SMART, Downtown Petaluma, Petaluma Blvd. North",3,http://transit.cityofpetaluma.net/routes/route-10/,820404,fbf9f9,Petaluma Transit
312,PE,312,Route 312,312 Casa Grande HS to ETC,3,http://transit.cityofpetaluma.net/wp-content/uploads/2017/08/Youth-Rider-Guide.png,4b5e4f,f7fbf8,Petaluma Transit
33,PE,33,Route 33,"Route 33, East Petaluma Counterclockwise",3,http://transit.cityofpetaluma.net/routes/route-33/,1250a3,ffffff,Petaluma Transit
52,RV,52,,,3,,e9caca,0,Rio Vista Delta Breeze
50,RV,50,,,3,,ccd7e8,0,Rio Vista Delta Breeze
SMART,SA,SMART,Main Line,Sonoma County Airport to San Rafael,2,,,,Sonoma Marin Area Rail Transit
HB - SF,SB,HB - SF,Harbor Bay - San Francisco Ferry Building,,4,,d63956,000000,San Francisco Bay Ferry
South SF - Ala - Oak,SB,South SF - Ala - Oak,South SF - Oakland - Alameda,,4,,c60bb6,ffffff,San Francisco Bay Ferry
SF - Ala - Oak,SB,SF - Ala - Oak,San Francisco - Alameda via Oakland,,4,,ec7501,,San Francisco Bay Ferry
Vallejo - SF Pier 41,SB,Vallejo - SF Pier 41,Vallejo - San Francisco Pier 41,,4,,008e9d,000000,San Francisco Bay Ferry
South SF - Oak - Ala,SB,South SF - Oak - Ala,South SF - Alameda via Oakland,,4,,c60bb6,000000,San Francisco Bay Ferry
SF - Oak - Ala,SB,SF - Oak - Ala,San Francisco - Oakland via Alameda,,4,,ec7501,000000,San Francisco Bay Ferry
Vallejo - SF Ferry Building,SB,Vallejo - SF Ferry Building,Vallejo - San Francisco Ferry Building (Gate B),,4,,008e9d,ffffff,San Francisco Bay Ferry
Rich - SF,SB,Rich - SF,Richmond - San Francisco,,4,,007e12,ffffff,San Francisco Bay Ferry
55,SC,55,DE ANZA COLLEGE - GREAT AMERICA,,3,http://www.vta.org/routes/rt55,29588C,FFFFFF,VTA
63,SC,63,ALMADEN EXPY - SAN JOSE STATE,,3,http://www.vta.org/routes/rt63,29588C,FFFFFF,VTA
73,SC,73,SNELL & CAPITOL - DOWNTWN SAN JOSE,,3,http://www.vta.org/routes/rt73,E4002B,FFFFFF,VTA
53,SC,53,WV COLLEGE- SUNNYVALE TRANS CTR,,3,http://www.vta.org/routes/rt53,29588C,FFFFFF,VTA
828,SC,828,,,3,http://www.vta.org/routes/rt828,29588C,FFFFFF,VTA
901,SC,901,ALUM ROCK-SANTA TERESA VIA BAYPOINT,,0,http://www.vta.org/routes/rt901,008FD5,,VTA
201,SC,201,DOWNTOWN AREA SHUTTLE (DASH),,3,http://www.vta.org/routes/rt201,29588C,FFFFFF,VTA
827,SC,827,,,3,http://www.vta.org/routes/rt827,29588C,FFFFFF,VTA
103,SC,103,EASTRIDGE - PALO ALTO,,3,http://www.vta.org/routes/rt103,00B140,,VTA
104,SC,104,PENITENCIA TRANS CTR - PALO ALTO,,3,http://www.vta.org/routes/rt104,00B140,,VTA
12,SC,12,SAN JOSE CIVIC CENTER - EASTRIDGE,,3,http://www.vta.org/routes/rt12,29588C,FFFFFF,VTA
120,SC,120,FREMONT BART - LOCKHEED MARTIN,,3,http://www.vta.org/routes/rt120,00B140,,VTA
121,SC,121,GILROY TRANS CTR - LOCKHEED MARTIN,,3,http://www.vta.org/routes/rt121,00B140,,VTA
13,SC,13,ALMADEN & MCKEAN- OHLONE/CHYNWTH,,3,http://www.vta.org/routes/rt13,29588C,FFFFFF,VTA
14,SC,14,GILROY TRANS CTR - ST. LOUISE HOSP,,3,http://www.vta.org/routes/rt14,29588C,FFFFFF,VTA
140,SC,140,FREMONT BART - M.COLLEGE & MONTAGUE,,3,http://www.vta.org/routes/rt140,,,VTA
16,SC,16,M.H. CIVIC CTR - BURNETT AVE,,3,http://www.vta.org/routes/rt16,29588C,FFFFFF,VTA
18,SC,18,GILROY TRANS CTR - GAVILAN COLLEGE,,3,http://www.vta.org/routes/rt18,29588C,FFFFFF,VTA
180,SC,180,GREAT MALL/MAIN - WARM SPRINGS BART,,3,http://www.vta.org/routes/rt180,00B140,,VTA
181,SC,181,SAN JOSE DIRIDON-WARM SPRINGS BART,,3,http://www.vta.org/routes/rt181,00B140,,VTA
182,SC,182,PALO ALTO - IBM/BAILEY AVE,,3,http://www.vta.org/routes/rt182,00B140,,VTA
19,SC,19,GILROY TRANS CTR - WREN & MANTELLI,,3,http://www.vta.org/routes/rt19,29588C,FFFFFF,VTA
200,SC,200,BAYPOINTE LRT - MOUNTAIN VIEW LRT,,3,http://www.vta.org/routes/rt200,29588C,FFFFFF,VTA
22,SC,22,PALO ALTO - EASTRIDGE,,3,http://www.vta.org/routes/rt22,E4002B,FFFFFF,VTA
23,SC,23,DE ANZA COL - ALUM ROCK TRANS CTR,,3,http://www.vta.org/routes/rt23,E4002B,FFFFFF,VTA
25,SC,25,DE ANZA COL - ALUM ROCK TRANS CTR,,3,http://www.vta.org/routes/rt25,E4002B,FFFFFF,VTA
26,SC,26,SUNNYVALE/LOCKHEED - EASTRIDGE,,3,http://www.vta.org/routes/rt26,E4002B,FFFFFF,VTA
27,SC,27,GOOD SAM HOSP - KAISER SAN JOSE,,3,http://www.vta.org/routes/rt27,29588C,FFFFFF,VTA
304,SC,304,S. SAN JOSE - SUNNYVALE TRANS CTR,,3,http://www.vta.org/routes/rt304,29588C,FFFFFF,VTA
31,SC,31,EVERGREEN VALLEY COL - EASTRIDGE,,3,http://www.vta.org/routes/rt31,29588C,FFFFFF,VTA
32,SC,32,SN ANTONIO SHOP CTR - STA CLARA TC,,3,http://www.vta.org/routes/rt32,29588C,FFFFFF,VTA
321,SC,321,GREAT MALL/MAIN - LOCKHEED MARTIN,,3,http://www.vta.org/routes/rt321,29588C,FFFFFF,VTA
323,SC,323,DE ANZA COL - DOWNTOWN SAN JOSE,,3,http://www.vta.org/routes/rt323,E4002B,FFFFFF,VTA
46,SC,46,GREAT MALL - MILPITAS HIGH SCHOOL,,3,http://www.vta.org/routes/rt46,29588C,FFFFFF,VTA
47,SC,47,GREAT MALL - MCCARTHY RANCH,,3,http://www.vta.org/routes/rt47,29588C,FFFFFF,VTA
48,SC,48,LOS GATOS - WINCHESTER LRT,,3,http://www.vta.org/routes/rt48,29588C,FFFFFF,VTA
49,SC,49,LOS GATOS - WINCHESTER LRT,,3,http://www.vta.org/routes/rt49,29588C,FFFFFF,VTA
522,SC,522,PALO ALTO - EASTRIDGE,,3,http://www.vta.org/routes/rt522,E4002B,FFFFFF,VTA
54,SC,54,DE ANZA COLLEGE - LOCKHEED,,3,http://www.vta.org/routes/rt54,29588C,FFFFFF,VTA
57,SC,57,WEST VALLEY COLL - GREAT AMERICA,,3,http://www.vta.org/routes/rt57,E4002B,FFFFFF,VTA
58,SC,58,WEST VALLEY COLLEGE - ALVISO,,3,http://www.vta.org/routes/rt58,29588C,FFFFFF,VTA
60,SC,60,WINCHESTER  TC - GT AMERICA,,3,http://www.vta.org/routes/rt60,E4002B,FFFFFF,VTA
61,SC,61,GOOD SAM HOSP - SIERRA & PIEDMONT,,3,http://www.vta.org/routes/rt61,E4002B,FFFFFF,VTA
62,SC,62,GOOD SAM HOSP - SIERRA & PIEDMONT,,3,http://www.vta.org/routes/rt62,E4002B,FFFFFF,VTA
64,SC,64,ALMADEN LRT - MCKEE & WHITE,,3,http://www.vta.org/routes/rt64,E4002B,FFFFFF,VTA
65,SC,65,KOOSER & BLOSSOM  HILL- DNTN  S.J.,,3,http://www.vta.org/routes/rt65,29588C,FFFFFF,VTA
66,SC,66,KAISER SAN JOSE - MILPITAS/DIXON,,3,http://www.vta.org/routes/rt66,E4002B,FFFFFF,VTA
68,SC,68,GILROY TC - SAN JOSE DIRIDON,,3,http://www.vta.org/routes/rt68,E4002B,FFFFFF,VTA
70,SC,70,CAPITOL LRT STN - GREAT MALL/MAIN,,3,http://www.vta.org/routes/rt70,E4002B,FFFFFF,VTA
71,SC,71,EASTRIDGE- GREAT MALL/MAIN,,3,http://www.vta.org/routes/rt71,29588C,FFFFFF,VTA
77,SC,77,EASTRIDGE - GREAT MALL/MAIN,,3,http://www.vta.org/routes/rt77,E4002B,FFFFFF,VTA
82,SC,82,WESTGATE - DOWNTOWN SAN JOSE,,3,http://www.vta.org/routes/rt82,29588C,FFFFFF,VTA
822,SC,822,,,3,http://www.vta.org/routes/rt822,29588C,FFFFFF,VTA
823,SC,823,,,3,http://www.vta.org/routes/rt823,29588C,FFFFFF,VTA
824,SC,824,,,3,http://www.vta.org/routes/rt824,29588C,FFFFFF,VTA
825,SC,825,,,3,http://www.vta.org/routes/rt825,29588C,FFFFFF,VTA
826,SC,826,,,3,http://www.vta.org/routes/rt826,29588C,FFFFFF,VTA
831,SC,831,,,3,http://www.vta.org/routes/rt831,29588C,FFFFFF,VTA
88,SC,88,VETS HOSP - MIDDLEFIELD & COLORADO,,3,http://www.vta.org/routes/rt88,29588C,FFFFFF,VTA
900,SC,900,OHLONE/CHYNOWETH - ALMADEN,,0,http://www.vta.org/routes/rt900,E3670F,,VTA
902,SC,902,MOUNTAIN VIEW - WINCHESTER,,0,http://www.vta.org/routes/rt902,7FBF4F,,VTA
17,SC,17,GILROY TRANS CTR - ST.LOUISE HOSP,,3,http://www.vta.org/routes/rt17,29588C,FFFFFF,VTA
101,SC,101,CAMDEN & HWY 85 - PALO ALTO,,3,http://www.vta.org/routes/rt101,00B140,,VTA
40,SC,40,FOOTHILL COL - LA AVENIDA & SHOR,,3,http://www.vta.org/routes/rt40,29588C,FFFFFF,VTA
45,SC,45,ALUM ROCK TC - PENITENCIA CK TC,,3,http://www.vta.org/routes/rt45,29588C,FFFFFF,VTA
251,SC,251,WARM SPRINGS BART - LEVIS STADIUM,,3,http://www.vta.org/routes/rt251,,,VTA
911,SC,911,LRT SANTA TERESA - LEVIS STADIUM,,0,http://www.vta.org/routes/rt911,29588C,FFFFFF,VTA
912,SC,912,LRT MOUNTAIN VIEW - GISH,,0,http://www.vta.org/routes/rt912,29588C,FFFFFF,VTA
913,SC,913,LRT ALUM ROCK TO LEVIS STADIUM,,0,http://www.vta.org/routes/rt913,29588C,FFFFFF,VTA
72,SC,72,SENTER/MONTEREY - DOWNTOWN SAN JOSE,,3,http://www.vta.org/routes/rt72,E4002B,FFFFFF,VTA
914,SC,914,LRT WINCHESTER TO LEVIS STADIUM,,0,http://www.vta.org/routes/rt914,29588C,FFFFFF,VTA
35,SC,35,DNTN MTN VIEW - STANFORD SHOP CTR,,3,http://www.vta.org/routes/rt35,29588C,FFFFFF,VTA
42,SC,42,KAISER SJ - EVERGREEN VALLEY COL,,3,http://www.vta.org/routes/rt42,29588C,FFFFFF,VTA
102,SC,102,SOUTH SAN JOSE - PALO ALTO,,3,http://www.vta.org/routes/rt102,00B140,,VTA
168,SC,168,GILROY TRANS CTR - SAN JOSE DIRIDON,,3,http://www.vta.org/routes/rt168,00B140,,VTA
185,SC,185,GILROY TC - MOUNTAIN VIEW,,3,http://www.vta.org/routes/rt185,00B140,,VTA
39,SC,39,THE VILLAGES - EASTRIDGE,,3,http://www.vta.org/routes/rt39,29588C,FFFFFF,VTA
81,SC,81,MOFFETT/AMES CTR - SAN JOSE STATE,,3,http://www.vta.org/routes/rt81,29588C,FFFFFF,VTA
328,SC,328,ALMADEN VALLEY - LOCKHEED MARTIN,,3,http://www.vta.org/routes/rt328,29588C,FFFFFF,VTA
330,SC,330,ALMADEN VALLEY - TASMAN DRIVE,,3,http://www.vta.org/routes/rt330,29588C,FFFFFF,VTA
52,SC,52,FOOTHILL COLLEGE - DWNTOWN MTN VIEW,,3,http://www.vta.org/routes/rt52,29588C,FFFFFF,VTA
10,SC,10,SANTA CLARA TRANSIT- METRO AIRPORT,,3,http://www.vta.org/routes/rt10,29588C,FFFFFF,VTA
34,SC,34,SN ANTONIO SHOP CTR - DOWNTOWN MV,,3,http://www.vta.org/routes/rt34,29588C,FFFFFF,VTA
89,SC,89,CALIFORNIA AVE CTRN-VETS HOSPITAL,,3,http://www.vta.org/routes/rt89,29588C,FFFFFF,VTA
37,SC,37,WEST VALLEY COLLEGE - CAPITOL LRT,,3,http://www.vta.org/routes/rt37,29588C,FFFFFF,VTA
122,SC,122,SOUTH SAN JOSE - LOCKHEED MARTIN,,3,http://www.vta.org/routes/rt122,00B140,,VTA
82X,SF,82X,LEVI PLAZA EXPRESS,,3,https://SFMTA.com/82X,,,San Francisco Municipal Transportation Agency
NBUS,SF,NBUS,N JUDAH BUS SHUTTLE,,3,https://SFMTA.com/NBUS,,,San Francisco Municipal Transportation Agency
KT,SF,KT,INGLESIDE THIRD ST,,0,https://SFMTA.com/KT,,,San Francisco Municipal Transportation Agency
M,SF,M,OCEAN VIEW,,0,https://SFMTA.com/M,,,San Francisco Municipal Transportation Agency
NX,SF,NX,EXPRESS,,3,https://SFMTA.com/NX,,,San Francisco Municipal Transportation Agency
3,SF,3,JACKSON,,3,https://SFMTA.com/3,,,San Francisco Municipal Transportation Agency
8AX,SF,8AX,BAYSHORE A EXPRESS,,3,https://SFMTA.com/8AX,,,San Francisco Municipal Transportation Agency
38AX,SF,38AX,GEARY A EXPRESS,,3,https://SFMTA.com/38AX,,,San Francisco Municipal Transportation Agency
55,SF,55,16TH STREET,,3,https://SFMTA.com/55,,,San Francisco Municipal Transportation Agency
L,SF,L,TARAVAL,,0,https://SFMTA.com/L,,,San Francisco Municipal Transportation Agency
14R,SF,14R,MISSION RAPID,,3,https://SFMTA.com/14R,,,San Francisco Municipal Transportation Agency
J,SF,J,CHURCH,,0,https://SFMTA.com/J,,,San Francisco Municipal Transportation Agency
714,SF,714,BART EARLY BIRD,,3,https://SFMTA.com/714,,,San Francisco Municipal Transportation Agency
10,SF,10,TOWNSEND,,3,https://SFMTA.com/10,,,San Francisco Municipal Transportation Agency
12,SF,12,FOLSOM-PACIFIC,,3,https://SFMTA.com/12,,,San Francisco Municipal Transportation Agency
1,SF,1,CALIFORNIA,,3,https://SFMTA.com/1,,,San Francisco Municipal Transportation Agency
1AX,SF,1AX,CALIFORNIA A EXPRESS,,3,https://SFMTA.com/1AX,,,San Francisco Municipal Transportation Agency
1BX,SF,1BX,CALIFORNIA B EXPRESS,,3,https://SFMTA.com/1BX,,,San Francisco Municipal Transportation Agency
31AX,SF,31AX,BALBOA A EXPRESS,,3,https://SFMTA.com/31AX,,,San Francisco Municipal Transportation Agency
31BX,SF,31BX,BALBOA B EXPRESS,,3,https://SFMTA.com/31BX,,,San Francisco Municipal Transportation Agency
38BX,SF,38BX,GEARY B EXPRESS,,3,https://SFMTA.com/38BX,,,San Francisco Municipal Transportation Agency
2,SF,2,SUTTER/CLEMENT,,3,https://SFMTA.com/2,,,San Francisco Municipal Transportation Agency
5,SF,5,FULTON,,3,https://SFMTA.com/5,,,San Francisco Municipal Transportation Agency
5R,SF,5R,FULTON RAPID,,3,https://SFMTA.com/5R,,,San Francisco Municipal Transportation Agency
6,SF,6,HAIGHT-PARNASSUS,,3,https://SFMTA.com/6,,,San Francisco Municipal Transportation Agency
7,SF,7,HAIGHT-NORIEGA,,3,https://SFMTA.com/7,,,San Francisco Municipal Transportation Agency
7X,SF,7X,NORIEGA EXPRESS,,3,https://SFMTA.com/7X,,,San Francisco Municipal Transportation Agency
8,SF,8,BAYSHORE,,3,https://SFMTA.com/8,,,San Francisco Municipal Transportation Agency
8BX,SF,8BX,BAYSHORE B EXPRESS,,3,https://SFMTA.com/8BX,,,San Francisco Municipal Transportation Agency
9,SF,9,SAN BRUNO,,3,https://SFMTA.com/9,,,San Francisco Municipal Transportation Agency
9R,SF,9R,SAN BRUNO RAPID,,3,https://SFMTA.com/9R,,,San Francisco Municipal Transportation Agency
14,SF,14,MISSION,,3,https://SFMTA.com/14,,,San Francisco Municipal Transportation Agency
14X,SF,14X,MISSION EXPRESS,,3,https://SFMTA.com/14X,,,San Francisco Municipal Transportation Agency
18,SF,18,46TH AVENUE,,3,https://SFMTA.com/18,,,San Francisco Municipal Transportation Agency
19,SF,19,POLK,,3,https://SFMTA.com/19,,,San Francisco Municipal Transportation Agency
21,SF,21,HAYES,,3,https://SFMTA.com/21,,,San Francisco Municipal Transportation Agency
38R,SF,38R,GEARY RAPID,,3,https://SFMTA.com/38R,,,San Francisco Municipal Transportation Agency
39,SF,39,COIT,,3,https://SFMTA.com/39,,,San Francisco Municipal Transportation Agency
41,SF,41,UNION,,3,https://SFMTA.com/41,,,San Francisco Municipal Transportation Agency
22,SF,22,FILLMORE,,3,https://SFMTA.com/22,,,San Francisco Municipal Transportation Agency
23,SF,23,MONTEREY,,3,https://SFMTA.com/23,,,San Francisco Municipal Transportation Agency
24,SF,24,DIVISADERO,,3,https://SFMTA.com/24,,,San Francisco Municipal Transportation Agency
25,SF,25,TREASURE ISLAND,,3,https://SFMTA.com/25,,,San Francisco Municipal Transportation Agency
27,SF,27,BRYANT,,3,https://SFMTA.com/27,,,San Francisco Municipal Transportation Agency
43,SF,43,MASONIC,,3,https://SFMTA.com/43,,,San Francisco Municipal Transportation Agency
