jurs_name,cnty_name,mtc_year,mtc_pda,mtc_tpa,co_vlow_income_dr,co_vlow_income_ndr,co_low_income_dr,co_low_income_ndr,co_mod_income_dr,co_mod_income_ndr,co_above_mod_income,mtc_co_total_units
REDWOOD CITY,SAN MATEO,2019.0,True,True,7.0,0.0,0.0,0.0,0.0,0.0,220.0,227.0
RICHMOND,CONTRA COSTA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
RICHMOND,CONTRA COSTA,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
RICHMOND,CONTRA COSTA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0
RICHMOND,CONTRA COSTA,2019.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
RICHMOND,CONTRA COSTA,2019.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,162.0,162.0
RIO VISTA,SOLANO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0
RIO VISTA,SOLANO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,216.0,216.0
ROHNERT PARK,SONOMA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0
ROHNERT PARK,SONOMA,2019.0,False,False,0.0,0.0,0.0,0.0,4.0,1.0,203.0,208.0
ROSS,MARIN,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ROSS,MARIN,2019.0,False,False,2.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0
SAINT HELENA,NAPA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
SAINT HELENA,NAPA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
SAN ANSELMO,MARIN,2018.0,False,False,0.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0
SAN ANSELMO,MARIN,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
SAN BRUNO,SAN MATEO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SAN BRUNO,SAN MATEO,2019.0,False,False,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
SAN BRUNO,SAN MATEO,2019.0,True,False,0.0,0.0,0.0,1.0,0.0,0.0,83.0,84.0
SAN CARLOS,SAN MATEO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
SAN CARLOS,SAN MATEO,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
SAN CARLOS,SAN MATEO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
SAN CARLOS,SAN MATEO,2019.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SAN FRANCISCO,SAN FRANCISCO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
SAN FRANCISCO,SAN FRANCISCO,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,81.0,120.0,201.0
SAN FRANCISCO,SAN FRANCISCO,2018.0,True,False,0.0,0.0,0.0,0.0,20.0,0.0,112.0,132.0
SAN FRANCISCO,SAN FRANCISCO,2018.0,True,True,40.0,0.0,401.0,0.0,43.0,59.0,1811.0,2354.0
SAN FRANCISCO,SAN FRANCISCO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0
SAN FRANCISCO,SAN FRANCISCO,2019.0,False,True,0.0,0.0,0.0,0.0,6.0,94.0,681.0,781.0
SAN FRANCISCO,SAN FRANCISCO,2019.0,True,False,0.0,0.0,0.0,0.0,11.0,0.0,53.0,64.0
SAN FRANCISCO,SAN FRANCISCO,2019.0,True,True,880.0,0.0,335.0,0.0,47.0,79.0,2905.0,4246.0
SAN JOSE,SANTA CLARA,2018.0,False,False,30.0,0.0,0.0,0.0,0.0,0.0,92.0,122.0
SAN JOSE,SANTA CLARA,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,399.0,399.0
SAN JOSE,SANTA CLARA,2018.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0
SAN JOSE,SANTA CLARA,2018.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,218.0,218.0
SAN JOSE,SANTA CLARA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0
SAN JOSE,SANTA CLARA,2019.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
SAN JOSE,SANTA CLARA,2019.0,True,False,134.0,0.0,0.0,0.0,0.0,0.0,2.0,136.0
SAN JOSE,SANTA CLARA,2019.0,True,True,81.0,0.0,0.0,0.0,0.0,0.0,268.0,349.0
SAN MATEO,SAN MATEO,2018.0,False,False,0.0,0.0,0.0,0.0,2.0,0.0,36.0,38.0
SAN MATEO,SAN MATEO,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
SAN MATEO,SAN MATEO,2018.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
SAN MATEO,SAN MATEO,2018.0,True,True,12.0,0.0,3.0,0.0,1.0,0.0,161.0,177.0
SAN MATEO,SAN MATEO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
SAN MATEO,SAN MATEO,2019.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
SAN MATEO,SAN MATEO,2019.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
SAN MATEO COUNTY,SAN MATEO,2018.0,False,False,0.0,7.0,13.0,14.0,0.0,0.0,81.0,115.0
SAN MATEO COUNTY,SAN MATEO,2018.0,True,False,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0
SAN MATEO COUNTY,SAN MATEO,2019.0,False,False,0.0,0.0,4.0,1.0,0.0,0.0,11.0,16.0
SAN MATEO COUNTY,SAN MATEO,2019.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SAN PABLO,CONTRA COSTA,2018.0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0
SAN PABLO,CONTRA COSTA,2018.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SAN PABLO,CONTRA COSTA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
SAN RAFAEL,MARIN,2018.0,False,False,0.0,0.0,0.0,12.0,0.0,3.0,12.0,27.0
SAN RAFAEL,MARIN,2018.0,True,True,0.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0
SAN RAFAEL,MARIN,2019.0,False,False,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0
SAN RAMON,CONTRA COSTA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,214.0,214.0
SAN RAMON,CONTRA COSTA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0
SANTA CLARA,SANTA CLARA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
SANTA CLARA,SANTA CLARA,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
SANTA CLARA,SANTA CLARA,2018.0,True,False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
SANTA CLARA,SANTA CLARA,2018.0,True,True,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
SANTA CLARA,SANTA CLARA,2019.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,735.0,736.0
SANTA CLARA,SANTA CLARA,2019.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
SANTA CLARA,SANTA CLARA,2019.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
SANTA ROSA,SONOMA,2018.0,False,False,27.0,0.0,6.0,0.0,0.0,10.0,168.0,211.0
SANTA ROSA,SONOMA,2018.0,True,False,56.0,0.0,22.0,0.0,0.0,2.0,4.0,84.0
SANTA ROSA,SONOMA,2018.0,True,True,0.0,0.0,1.0,0.0,0.0,2.0,25.0,28.0
SANTA ROSA,SONOMA,2019.0,False,False,0.0,0.0,0.0,0.0,3.0,22.0,96.0,121.0
SANTA ROSA,SONOMA,2019.0,True,False,0.0,0.0,0.0,0.0,0.0,12.0,98.0,110.0
SANTA ROSA,SONOMA,2019.0,True,True,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0
SARATOGA,SANTA CLARA,2019.0,False,False,0.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0
SAUSALITO,MARIN,2018.0,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SEBASTOPOL,SONOMA,2018.0,False,False,0.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0
SEBASTOPOL,SONOMA,2018.0,True,False,0.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0
SEBASTOPOL,SONOMA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
SEBASTOPOL,SONOMA,2019.0,True,False,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0
SOLANO COUNTY,SOLANO,2018.0,False,False,0.0,0.0,0.0,5.0,0.0,1.0,3.0,9.0
SONOMA,SONOMA,2018.0,False,False,0.0,0.0,0.0,14.0,2.0,6.0,4.0,26.0
SONOMA,SONOMA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0
SONOMA COUNTY,SONOMA,2018.0,False,False,52.0,0.0,125.0,2.0,0.0,89.0,158.0,426.0
SONOMA COUNTY,SONOMA,2019.0,False,False,0.0,0.0,0.0,38.0,0.0,64.0,425.0,527.0
SONOMA COUNTY,SONOMA,2019.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
SOUTH SAN FRANCISCO,SAN MATEO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0
SOUTH SAN FRANCISCO,SAN MATEO,2018.0,True,False,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
SOUTH SAN FRANCISCO,SAN MATEO,2018.0,True,True,0.0,0.0,0.0,0.0,1.0,1.0,22.0,24.0
SOUTH SAN FRANCISCO,SAN MATEO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
SOUTH SAN FRANCISCO,SAN MATEO,2019.0,True,True,0.0,0.0,0.0,0.0,0.0,1.0,295.0,296.0
SUISUN CITY,SOLANO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
SUNNYVALE,SANTA CLARA,2018.0,False,False,0.0,0.0,0.0,0.0,13.0,11.0,118.0,142.0
SUNNYVALE,SANTA CLARA,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
SUNNYVALE,SANTA CLARA,2018.0,True,False,0.0,0.0,0.0,0.0,28.0,0.0,216.0,244.0
SUNNYVALE,SANTA CLARA,2018.0,True,True,27.0,0.0,0.0,0.0,0.0,0.0,305.0,332.0
SUNNYVALE,SANTA CLARA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,15.0,9.0,24.0
SUNNYVALE,SANTA CLARA,2019.0,False,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
SUNNYVALE,SANTA CLARA,2019.0,True,False,0.0,0.0,0.0,0.0,22.0,0.0,160.0,182.0
SUNNYVALE,SANTA CLARA,2019.0,True,True,46.0,0.0,19.0,0.0,4.0,0.0,32.0,101.0
TIBURON,MARIN,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
UNION CITY,ALAMEDA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
UNION CITY,ALAMEDA,2018.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
UNION CITY,ALAMEDA,2018.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,243.0,243.0
VACAVILLE,SOLANO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,207.0,207.0
VACAVILLE,SOLANO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0
VALLEJO,SOLANO,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0
VALLEJO,SOLANO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0
WALNUT CREEK,CONTRA COSTA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,4.0,51.0,55.0
WALNUT CREEK,CONTRA COSTA,2018.0,False,True,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
WALNUT CREEK,CONTRA COSTA,2018.0,True,True,50.0,0.0,8.0,0.0,0.0,0.0,141.0,199.0
WALNUT CREEK,CONTRA COSTA,2019.0,False,False,0.0,0.0,0.0,4.0,0.0,7.0,41.0,52.0
WALNUT CREEK,CONTRA COSTA,2019.0,False,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
WINDSOR,SONOMA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
WINDSOR,SONOMA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
WINDSOR,SONOMA,2019.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
WOODSIDE,SAN MATEO,2018.0,False,False,0.0,4.0,0.0,1.0,0.0,1.0,7.0,13.0
WOODSIDE,SAN MATEO,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
YOUNTVILLE,NAPA,2018.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
YOUNTVILLE,NAPA,2019.0,False,False,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0
